pose	angles	laser_status	suction_cup_status	gripper_status 
[300.42, 15.03, 43.58, 0.00]	[2.81, 11.80, 25.13, -2.81]	FALSE	TRUE	FALSE
[300.42, 13.65, 42.84, 0.00]	[2.55, 11.88, 25.38, -2.55]	FALSE	TRUE	FALSE
[300.43, 12.27, 42.10, 0.00]	[2.29, 11.95, 25.63, -2.29]	FALSE	TRUE	FALSE
[300.44, 10.89, 41.37, 0.00]	[2.03, 12.03, 25.88, -2.03]	FALSE	TRUE	FALSE
[300.44, 9.51, 40.63, 0.00]	[1.76, 12.10, 26.13, -1.76]	FALSE	TRUE	FALSE
[300.45, 8.13, 39.89, 0.00]	[1.50, 12.18, 26.38, -1.50]	FALSE	TRUE	FALSE
[300.46, 6.75, 39.16, 0.00]	[1.24, 12.25, 26.62, -1.24]	FALSE	TRUE	FALSE
[300.46, 5.37, 38.42, 0.00]	[0.98, 12.33, 26.87, -0.98]	FALSE	TRUE	FALSE
[300.47, 3.99, 37.68, 0.00]	[0.72, 12.40, 27.12, -0.72]	FALSE	TRUE	FALSE
[300.48, 2.62, 36.94, 0.00]	[0.46, 12.47, 27.37, -0.46]	FALSE	TRUE	FALSE
[300.49, 1.24, 36.21, 0.00]	[0.20, 12.55, 27.62, -0.20]	FALSE	TRUE	FALSE
[300.49, -0.14, 35.47, 0.00]	[-0.07, 12.62, 27.87, 0.07]	FALSE	TRUE	FALSE
[300.50, -1.52, 34.73, 0.00]	[-0.33, 12.70, 28.11, 0.33]	FALSE	TRUE	FALSE
[300.51, -2.90, 34.00, 0.00]	[-0.59, 12.77, 28.36, 0.59]	FALSE	TRUE	FALSE
[300.51, -4.28, 33.26, 0.00]	[-0.85, 12.85, 28.61, 0.85]	FALSE	TRUE	FALSE
[300.52, -5.66, 32.52, 0.00]	[-1.11, 12.92, 28.86, 1.11]	FALSE	TRUE	FALSE
[300.53, -7.04, 31.79, 0.00]	[-1.37, 13.00, 29.11, 1.37]	FALSE	TRUE	FALSE
[300.53, -8.42, 31.05, 0.00]	[-1.63, 13.07, 29.36, 1.63]	FALSE	TRUE	FALSE
[300.54, -9.80, 30.31, 0.00]	[-1.90, 13.15, 29.60, 1.90]	FALSE	TRUE	FALSE
[300.55, -11.18, 29.57, 0.00]	[-2.16, 13.22, 29.85, 2.16]	FALSE	TRUE	FALSE
[300.55, -12.56, 28.84, 0.00]	[-2.42, 13.30, 30.10, 2.42]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.56, -13.94, 28.10, 0.00]	[-2.68, 13.37, 30.35, 2.68]	FALSE	TRUE	FALSE
[300.55, -14.50, 26.89, 0.00]	[-2.79, 13.65, 30.74, 2.79]	FALSE	TRUE	FALSE
[300.54, -15.06, 25.68, 0.00]	[-2.89, 13.94, 31.13, 2.89]	FALSE	TRUE	FALSE
[300.53, -15.62, 24.48, 0.00]	[-3.00, 14.22, 31.52, 3.00]	FALSE	TRUE	FALSE
[300.52, -16.18, 23.27, 0.00]	[-3.10, 14.50, 31.91, 3.10]	FALSE	TRUE	FALSE
[300.50, -16.74, 22.06, 0.00]	[-3.21, 14.79, 32.30, 3.21]	FALSE	TRUE	FALSE
[300.49, -17.30, 20.85, 0.00]	[-3.31, 15.07, 32.69, 3.31]	FALSE	TRUE	FALSE
[300.48, -17.86, 19.64, 0.00]	[-3.42, 15.35, 33.08, 3.42]	FALSE	TRUE	FALSE
[300.47, -18.42, 18.43, 0.00]	[-3.52, 15.64, 33.47, 3.52]	FALSE	TRUE	FALSE
[300.46, -18.98, 17.23, 0.00]	[-3.63, 15.92, 33.86, 3.63]	FALSE	TRUE	FALSE
[300.45, -19.54, 16.02, 0.00]	[-3.74, 16.20, 34.25, 3.74]	FALSE	TRUE	FALSE
[300.44, -20.10, 14.81, 0.00]	[-3.84, 16.49, 34.64, 3.84]	FALSE	TRUE	FALSE
[300.43, -20.66, 13.60, 0.00]	[-3.95, 16.77, 35.03, 3.95]	FALSE	TRUE	FALSE
[300.41, -21.22, 12.39, 0.00]	[-4.05, 17.05, 35.42, 4.05]	FALSE	TRUE	FALSE
[300.40, -21.78, 11.19, 0.00]	[-4.16, 17.34, 35.81, 4.16]	FALSE	TRUE	FALSE
[300.39, -22.34, 9.98, 0.00]	[-4.26, 17.62, 36.20, 4.26]	FALSE	TRUE	FALSE
[300.38, -22.90, 8.77, 0.00]	[-4.37, 17.90, 36.59, 4.37]	FALSE	TRUE	FALSE
[300.37, -23.46, 7.56, 0.00]	[-4.48, 18.19, 36.98, 4.48]	FALSE	TRUE	FALSE
[300.36, -24.02, 6.35, 0.00]	[-4.58, 18.47, 37.37, 4.58]	FALSE	TRUE	FALSE
[300.35, -24.58, 5.14, 0.00]	[-4.69, 18.75, 37.76, 4.69]	FALSE	TRUE	FALSE
[300.34, -25.14, 3.94, 0.00]	[-4.79, 19.04, 38.15, 4.79]	FALSE	TRUE	FALSE
[300.32, -25.70, 2.73, 0.00]	[-4.90, 19.32, 38.54, 4.90]	FALSE	TRUE	FALSE
[300.31, -26.26, 1.52, 0.00]	[-5.00, 19.60, 38.93, 5.00]	FALSE	TRUE	FALSE
[300.30, -26.82, 0.31, 0.00]	[-5.11, 19.89, 39.32, 5.11]	FALSE	TRUE	FALSE
[300.29, -27.38, -0.90, 0.00]	[-5.21, 20.17, 39.71, 5.21]	FALSE	TRUE	FALSE
[300.28, -27.94, -2.11, 0.00]	[-5.32, 20.46, 40.11, 5.32]	FALSE	TRUE	FALSE
[300.27, -28.49, -3.31, 0.00]	[-5.43, 20.74, 40.50, 5.43]	FALSE	TRUE	FALSE
[300.26, -29.05, -4.52, 0.00]	[-5.53, 21.02, 40.89, 5.53]	FALSE	TRUE	FALSE
[300.25, -29.61, -5.73, 0.00]	[-5.64, 21.31, 41.28, 5.64]	FALSE	TRUE	FALSE
[300.24, -30.17, -6.94, 0.00]	[-5.74, 21.59, 41.67, 5.74]	FALSE	TRUE	FALSE
[300.22, -30.73, -8.15, 0.00]	[-5.85, 21.87, 42.06, 5.85]	FALSE	TRUE	FALSE
[300.21, -31.29, -9.35, 0.00]	[-5.95, 22.16, 42.45, 5.95]	FALSE	TRUE	FALSE
[300.20, -31.85, -10.56, 0.00]	[-6.06, 22.44, 42.84, 6.06]	FALSE	TRUE	FALSE
[300.19, -32.41, -11.77, 0.00]	[-6.16, 22.72, 43.23, 6.16]	FALSE	TRUE	FALSE
[300.18, -32.97, -12.98, 0.00]	[-6.27, 23.01, 43.62, 6.27]	FALSE	TRUE	FALSE
[300.17, -33.53, -14.19, 0.00]	[-6.38, 23.29, 44.01, 6.38]	FALSE	TRUE	FALSE
[300.16, -34.09, -15.40, 0.00]	[-6.48, 23.57, 44.40, 6.48]	FALSE	TRUE	FALSE
[300.15, -34.65, -16.60, 0.00]	[-6.59, 23.86, 44.79, 6.59]	FALSE	TRUE	FALSE
[300.13, -35.21, -17.81, 0.00]	[-6.69, 24.14, 45.18, 6.69]	FALSE	TRUE	FALSE
[300.12, -35.77, -19.02, 0.00]	[-6.80, 24.42, 45.57, 6.80]	FALSE	TRUE	FALSE
[300.11, -36.33, -20.23, 0.00]	[-6.90, 24.71, 45.96, 6.90]	FALSE	TRUE	FALSE
[300.10, -36.89, -21.44, 0.00]	[-7.01, 24.99, 46.35, 7.01]	FALSE	TRUE	FALSE
[300.09, -37.45, -22.64, 0.00]	[-7.12, 25.27, 46.74, 7.12]	FALSE	TRUE	FALSE
[300.08, -38.01, -23.85, 0.00]	[-7.22, 25.56, 47.13, 7.22]	FALSE	TRUE	FALSE
[300.07, -38.57, -25.06, 0.00]	[-7.33, 25.84, 47.52, 7.33]	FALSE	TRUE	FALSE
[300.06, -39.13, -26.27, 0.00]	[-7.43, 26.12, 47.91, 7.43]	FALSE	TRUE	FALSE
[300.04, -39.69, -27.48, 0.00]	[-7.54, 26.41, 48.30, 7.54]	FALSE	TRUE	FALSE
[300.03, -40.25, -28.69, 0.00]	[-7.64, 26.69, 48.69, 7.64]	FALSE	TRUE	FALSE
[300.02, -40.81, -29.89, 0.00]	[-7.75, 26.97, 49.08, 7.75]	FALSE	TRUE	FALSE
[300.01, -41.37, -31.10, 0.00]	[-7.85, 27.26, 49.47, 7.85]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	TRUE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	FALSE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	FALSE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	FALSE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	FALSE	FALSE
[300.00, -41.93, -32.31, 0.00]	[-7.96, 27.54, 49.86, 7.96]	FALSE	FALSE	FALSE
[300.00, -42.44, -30.33, 0.00]	[-8.05, 27.19, 49.21, 8.05]	FALSE	FALSE	FALSE
[300.00, -42.96, -28.35, 0.00]	[-8.15, 26.85, 48.55, 8.15]	FALSE	FALSE	FALSE
[300.00, -43.47, -26.37, 0.00]	[-8.24, 26.50, 47.90, 8.24]	FALSE	FALSE	FALSE
[300.00, -43.99, -24.39, 0.00]	[-8.34, 26.15, 47.25, 8.34]	FALSE	FALSE	FALSE
[300.00, -44.50, -22.42, 0.00]	[-8.43, 25.81, 46.60, 8.43]	FALSE	FALSE	FALSE
[300.00, -45.01, -20.44, 0.00]	[-8.53, 25.46, 45.94, 8.53]	FALSE	FALSE	FALSE
[300.00, -45.53, -18.46, 0.00]	[-8.62, 25.11, 45.29, 8.62]	FALSE	FALSE	FALSE
[300.00, -46.04, -16.48, 0.00]	[-8.72, 24.76, 44.64, 8.72]	FALSE	FALSE	FALSE
[300.00, -46.56, -14.50, 0.00]	[-8.81, 24.42, 43.98, 8.81]	FALSE	FALSE	FALSE
[300.00, -47.07, -12.52, 0.00]	[-8.91, 24.07, 43.33, 8.91]	FALSE	FALSE	FALSE
[300.00, -47.58, -10.54, 0.00]	[-9.00, 23.72, 42.68, 9.00]	FALSE	FALSE	FALSE
[300.00, -48.10, -8.56, 0.00]	[-9.10, 23.38, 42.03, 9.10]	FALSE	FALSE	FALSE
[300.00, -48.61, -6.58, 0.00]	[-9.19, 23.03, 41.37, 9.19]	FALSE	FALSE	FALSE
[300.00, -49.13, -4.60, 0.00]	[-9.29, 22.68, 40.72, 9.29]	FALSE	FALSE	FALSE
[300.00, -49.64, -2.63, 0.00]	[-9.38, 22.34, 40.07, 9.38]	FALSE	FALSE	FALSE
[300.00, -50.15, -0.65, 0.00]	[-9.48, 21.99, 39.42, 9.48]	FALSE	FALSE	FALSE
[300.00, -50.67, 1.33, 0.00]	[-9.57, 21.64, 38.76, 9.57]	FALSE	FALSE	FALSE
[300.00, -51.18, 3.31, 0.00]	[-9.67, 21.29, 38.11, 9.67]	FALSE	FALSE	FALSE
[300.00, -51.70, 5.29, 0.00]	[-9.76, 20.95, 37.46, 9.76]	FALSE	FALSE	FALSE
[300.00, -52.21, 7.27, 0.00]	[-9.86, 20.60, 36.80, 9.86]	FALSE	FALSE	FALSE
[300.00, -52.72, 9.25, 0.00]	[-9.95, 20.25, 36.15, 9.95]	FALSE	FALSE	FALSE
[300.00, -53.24, 11.23, 0.00]	[-10.05, 19.91, 35.50, 10.05]	FALSE	FALSE	FALSE
[300.00, -53.75, 13.21, 0.00]	[-10.14, 19.56, 34.85, 10.14]	FALSE	FALSE	FALSE
[300.00, -54.27, 15.19, 0.00]	[-10.24, 19.21, 34.19, 10.24]	FALSE	FALSE	FALSE
[300.01, -54.78, 17.17, 0.00]	[-10.33, 18.87, 33.54, 10.33]	FALSE	FALSE	FALSE
[300.01, -55.29, 19.14, 0.00]	[-10.42, 18.52, 32.89, 10.42]	FALSE	FALSE	FALSE
[300.01, -55.81, 21.12, 0.00]	[-10.52, 18.17, 32.23, 10.52]	FALSE	FALSE	FALSE
[300.01, -56.32, 23.10, 0.00]	[-10.61, 17.82, 31.58, 10.61]	FALSE	FALSE	FALSE
[300.01, -56.84, 25.08, 0.00]	[-10.71, 17.48, 30.93, 10.71]	FALSE	FALSE	FALSE
[300.01, -57.35, 27.06, 0.00]	[-10.80, 17.13, 30.28, 10.80]	FALSE	FALSE	FALSE
[300.01, -57.86, 29.04, 0.00]	[-10.90, 16.78, 29.62, 10.90]	FALSE	FALSE	FALSE
[300.01, -58.38, 31.02, 0.00]	[-10.99, 16.44, 28.97, 10.99]	FALSE	FALSE	FALSE
[300.01, -58.89, 33.00, 0.00]	[-11.09, 16.09, 28.32, 11.09]	FALSE	FALSE	FALSE
[300.01, -59.41, 34.98, 0.00]	[-11.18, 15.74, 27.66, 11.18]	FALSE	FALSE	FALSE
[300.01, -59.92, 36.96, 0.00]	[-11.28, 15.40, 27.01, 11.28]	FALSE	FALSE	FALSE
[300.01, -60.43, 38.93, 0.00]	[-11.37, 15.05, 26.36, 11.37]	FALSE	FALSE	FALSE
[300.01, -60.95, 40.91, 0.00]	[-11.47, 14.70, 25.71, 11.47]	FALSE	FALSE	FALSE
[300.01, -61.46, 42.89, 0.00]	[-11.56, 14.35, 25.05, 11.56]	FALSE	FALSE	FALSE
[300.01, -61.98, 44.87, 0.00]	[-11.66, 14.01, 24.40, 11.66]	FALSE	FALSE	FALSE
[300.01, -62.49, 46.85, 0.00]	[-11.75, 13.66, 23.75, 11.75]	FALSE	FALSE	FALSE
[300.01, -63.00, 48.83, 0.00]	[-11.85, 13.31, 23.10, 11.85]	FALSE	FALSE	FALSE
[300.01, -63.52, 50.81, 0.00]	[-11.94, 12.97, 22.44, 11.94]	FALSE	FALSE	FALSE
[300.01, -64.03, 52.79, 0.00]	[-12.04, 12.62, 21.79, 12.04]	FALSE	FALSE	FALSE
[300.01, -64.55, 54.77, 0.00]	[-12.13, 12.27, 21.14, 12.13]	FALSE	FALSE	FALSE
[300.01, -65.06, 56.75, 0.00]	[-12.23, 11.93, 20.48, 12.23]	FALSE	FALSE	FALSE
[300.01, -65.57, 58.72, 0.00]	[-12.32, 11.58, 19.83, 12.32]	FALSE	FALSE	FALSE
[300.01, -66.09, 60.70, 0.00]	[-12.42, 11.23, 19.18, 12.42]	FALSE	FALSE	FALSE
[300.01, -66.60, 62.68, 0.00]	[-12.51, 10.88, 18.53, 12.51]	FALSE	FALSE	FALSE
[300.01, -67.12, 64.66, 0.00]	[-12.61, 10.54, 17.87, 12.61]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -67.63, 66.64, 0.00]	[-12.70, 10.19, 17.22, 12.70]	FALSE	FALSE	FALSE
[300.01, -65.18, 66.61, 0.00]	[-12.24, 10.18, 17.23, 12.24]	FALSE	FALSE	FALSE
[300.02, -62.72, 66.57, 0.00]	[-11.78, 10.17, 17.25, 11.78]	FALSE	FALSE	FALSE
[300.02, -60.27, 66.54, 0.00]	[-11.31, 10.16, 17.26, 11.31]	FALSE	FALSE	FALSE
[300.03, -57.82, 66.50, 0.00]	[-10.85, 10.15, 17.28, 10.85]	FALSE	FALSE	FALSE
[300.03, -55.36, 66.47, 0.00]	[-10.39, 10.14, 17.29, 10.39]	FALSE	FALSE	FALSE
[300.04, -52.91, 66.44, 0.00]	[-9.93, 10.12, 17.31, 9.93]	FALSE	FALSE	FALSE
[300.04, -50.46, 66.40, 0.00]	[-9.47, 10.11, 17.32, 9.47]	FALSE	FALSE	FALSE
[300.04, -48.00, 66.37, 0.00]	[-9.01, 10.10, 17.33, 9.01]	FALSE	FALSE	FALSE
[300.05, -45.55, 66.34, 0.00]	[-8.54, 10.09, 17.35, 8.54]	FALSE	FALSE	FALSE
[300.05, -43.10, 66.30, 0.00]	[-8.08, 10.08, 17.36, 8.08]	FALSE	FALSE	FALSE
[300.06, -40.64, 66.27, 0.00]	[-7.62, 10.07, 17.38, 7.62]	FALSE	FALSE	FALSE
[300.06, -38.19, 66.23, 0.00]	[-7.16, 10.06, 17.39, 7.16]	FALSE	FALSE	FALSE
[300.06, -35.74, 66.20, 0.00]	[-6.70, 10.05, 17.40, 6.70]	FALSE	FALSE	FALSE
[300.07, -33.28, 66.17, 0.00]	[-6.23, 10.04, 17.42, 6.23]	FALSE	FALSE	FALSE
[300.07, -30.83, 66.13, 0.00]	[-5.77, 10.03, 17.43, 5.77]	FALSE	FALSE	FALSE
[300.08, -28.38, 66.10, 0.00]	[-5.31, 10.01, 17.45, 5.31]	FALSE	FALSE	FALSE
[300.08, -25.92, 66.07, 0.00]	[-4.85, 10.00, 17.46, 4.85]	FALSE	FALSE	FALSE
[300.09, -23.47, 66.03, 0.00]	[-4.39, 9.99, 17.48, 4.39]	FALSE	FALSE	FALSE
[300.09, -21.02, 66.00, 0.00]	[-3.93, 9.98, 17.49, 3.93]	FALSE	FALSE	FALSE
[300.09, -18.56, 65.96, 0.00]	[-3.46, 9.97, 17.50, 3.46]	FALSE	FALSE	FALSE
[300.10, -16.11, 65.93, 0.00]	[-3.00, 9.96, 17.52, 3.00]	FALSE	FALSE	FALSE
[300.10, -13.66, 65.90, 0.00]	[-2.54, 9.95, 17.53, 2.54]	FALSE	FALSE	FALSE
[300.11, -11.20, 65.86, 0.00]	[-2.08, 9.94, 17.55, 2.08]	FALSE	FALSE	FALSE
[300.11, -8.75, 65.83, 0.00]	[-1.62, 9.93, 17.56, 1.62]	FALSE	FALSE	FALSE
[300.12, -6.30, 65.80, 0.00]	[-1.16, 9.92, 17.58, 1.16]	FALSE	FALSE	FALSE
[300.12, -3.84, 65.76, 0.00]	[-0.69, 9.90, 17.59, 0.69]	FALSE	FALSE	FALSE
[300.12, -1.39, 65.73, 0.00]	[-0.23, 9.89, 17.60, 0.23]	FALSE	FALSE	FALSE
[300.13, 1.07, 65.69, 0.00]	[0.23, 9.88, 17.62, -0.23]	FALSE	FALSE	FALSE
[300.13, 3.52, 65.66, 0.00]	[0.69, 9.87, 17.63, -0.69]	FALSE	FALSE	FALSE
[300.14, 5.97, 65.63, 0.00]	[1.15, 9.86, 17.65, -1.15]	FALSE	FALSE	FALSE
[300.14, 8.43, 65.59, 0.00]	[1.62, 9.85, 17.66, -1.62]	FALSE	FALSE	FALSE
[300.14, 10.88, 65.56, 0.00]	[2.08, 9.84, 17.67, -2.08]	FALSE	FALSE	FALSE
[300.15, 13.33, 65.52, 0.00]	[2.54, 9.83, 17.69, -2.54]	FALSE	FALSE	FALSE
[300.15, 15.79, 65.49, 0.00]	[3.00, 9.82, 17.70, -3.00]	FALSE	FALSE	FALSE
[300.16, 18.24, 65.46, 0.00]	[3.46, 9.81, 17.72, -3.46]	FALSE	FALSE	FALSE
[300.16, 20.69, 65.42, 0.00]	[3.92, 9.79, 17.73, -3.92]	FALSE	FALSE	FALSE
[300.17, 23.15, 65.39, 0.00]	[4.39, 9.78, 17.75, -4.39]	FALSE	FALSE	FALSE
[300.17, 25.60, 65.36, 0.00]	[4.85, 9.77, 17.76, -4.85]	FALSE	FALSE	FALSE
[300.17, 28.05, 65.32, 0.00]	[5.31, 9.76, 17.77, -5.31]	FALSE	FALSE	FALSE
[300.18, 30.51, 65.29, 0.00]	[5.77, 9.75, 17.79, -5.77]	FALSE	FALSE	FALSE
[300.18, 32.96, 65.25, 0.00]	[6.23, 9.74, 17.80, -6.23]	FALSE	FALSE	FALSE
[300.19, 35.41, 65.22, 0.00]	[6.70, 9.73, 17.82, -6.70]	FALSE	FALSE	FALSE
[300.19, 37.87, 65.19, 0.00]	[7.16, 9.72, 17.83, -7.16]	FALSE	FALSE	FALSE
[300.19, 40.32, 65.15, 0.00]	[7.62, 9.71, 17.84, -7.62]	FALSE	FALSE	FALSE
[300.20, 42.77, 65.12, 0.00]	[8.08, 9.70, 17.86, -8.08]	FALSE	FALSE	FALSE
[300.20, 45.23, 65.09, 0.00]	[8.54, 9.68, 17.87, -8.54]	FALSE	FALSE	FALSE
[300.21, 47.68, 65.05, 0.00]	[9.00, 9.67, 17.89, -9.00]	FALSE	FALSE	FALSE
[300.21, 50.13, 65.02, 0.00]	[9.47, 9.66, 17.90, -9.47]	FALSE	FALSE	FALSE
[300.22, 52.59, 64.98, 0.00]	[9.93, 9.65, 17.92, -9.93]	FALSE	FALSE	FALSE
[300.22, 55.04, 64.95, 0.00]	[10.39, 9.64, 17.93, -10.39]	FALSE	FALSE	FALSE
[300.22, 55.04, 63.00, -49.00]	[10.39, 10.01, 18.56, -10.39]	FALSE	FALSE	FALSE
[300.23, 55.04, 61.05, -48.00]	[10.39, 10.38, 19.20, -10.39]	FALSE	FALSE	FALSE
[300.23, 55.04, 59.10, -47.00]	[10.39, 10.75, 19.83, -10.39]	FALSE	FALSE	FALSE
[300.23, 55.04, 57.15, -46.00]	[10.39, 11.12, 20.46, -10.39]	FALSE	FALSE	FALSE
[300.23, 55.04, 55.19, -45.00]	[10.39, 11.49, 21.09, -10.39]	FALSE	FALSE	FALSE
[300.24, 55.04, 53.24, -44.00]	[10.39, 11.86, 21.73, -10.39]	FALSE	FALSE	FALSE
[300.24, 55.04, 51.29, -43.00]	[10.39, 12.24, 22.36, -10.39]	FALSE	FALSE	FALSE
[300.24, 55.04, 49.34, -42.00]	[10.39, 12.61, 22.99, -10.39]	FALSE	FALSE	FALSE
[300.25, 55.05, 47.39, -41.00]	[10.39, 12.98, 23.62, -10.39]	FALSE	FALSE	FALSE
[300.25, 55.05, 45.44, -40.00]	[10.39, 13.35, 24.26, -10.39]	FALSE	FALSE	FALSE
[300.25, 55.05, 43.49, -39.00]	[10.39, 13.72, 24.89, -10.39]	FALSE	FALSE	FALSE
[300.25, 55.05, 41.54, -38.00]	[10.39, 14.09, 25.52, -10.39]	FALSE	FALSE	FALSE
[300.26, 55.05, 39.58, -37.00]	[10.39, 14.46, 26.15, -10.39]	FALSE	FALSE	FALSE
[300.26, 55.05, 37.63, -36.00]	[10.39, 14.83, 26.79, -10.39]	FALSE	FALSE	FALSE
[300.26, 55.05, 35.68, -35.00]	[10.39, 15.20, 27.42, -10.39]	FALSE	FALSE	FALSE
[300.26, 55.05, 33.73, -34.00]	[10.39, 15.57, 28.05, -10.39]	FALSE	FALSE	FALSE
[300.27, 55.05, 31.78, -33.00]	[10.39, 15.94, 28.68, -10.39]	FALSE	FALSE	FALSE
[300.27, 55.05, 29.83, -32.00]	[10.39, 16.31, 29.32, -10.39]	FALSE	FALSE	FALSE
[300.27, 55.05, 27.88, -31.00]	[10.39, 16.69, 29.95, -10.39]	FALSE	FALSE	FALSE
[300.28, 55.05, 25.93, -30.00]	[10.39, 17.06, 30.58, -10.39]	FALSE	FALSE	FALSE
[300.28, 55.05, 23.97, -29.00]	[10.39, 17.43, 31.21, -10.39]	FALSE	FALSE	FALSE
[300.28, 55.05, 22.02, -28.00]	[10.39, 17.80, 31.85, -10.39]	FALSE	FALSE	FALSE
[300.28, 55.05, 20.07, -27.00]	[10.39, 18.17, 32.48, -10.39]	FALSE	FALSE	FALSE
[300.29, 55.05, 18.12, -26.00]	[10.39, 18.54, 33.11, -10.39]	FALSE	FALSE	FALSE
[300.29, 55.06, 16.17, -25.00]	[10.39, 18.91, 33.75, -10.39]	FALSE	FALSE	FALSE
[300.29, 55.06, 14.22, -24.00]	[10.39, 19.28, 34.38, -10.39]	FALSE	FALSE	FALSE
[300.30, 55.06, 12.27, -23.00]	[10.39, 19.65, 35.01, -10.39]	FALSE	FALSE	FALSE
[300.30, 55.06, 10.32, -22.00]	[10.39, 20.02, 35.64, -10.39]	FALSE	FALSE	FALSE
[300.30, 55.06, 8.37, -21.00]	[10.39, 20.39, 36.28, -10.39]	FALSE	FALSE	FALSE
[300.30, 55.06, 6.41, -20.00]	[10.39, 20.76, 36.91, -10.39]	FALSE	FALSE	FALSE
[300.31, 55.06, 4.46, -19.00]	[10.39, 21.13, 37.54, -10.39]	FALSE	FALSE	FALSE
[300.31, 55.06, 2.51, -18.00]	[10.39, 21.51, 38.17, -10.39]	FALSE	FALSE	FALSE
[300.31, 55.06, 0.56, -17.00]	[10.39, 21.88, 38.81, -10.39]	FALSE	FALSE	FALSE
[300.32, 55.06, -1.39, -16.00]	[10.39, 22.25, 39.44, -10.39]	FALSE	FALSE	FALSE
[300.32, 55.06, -3.34, -15.00]	[10.39, 22.62, 40.07, -10.39]	FALSE	FALSE	FALSE
[300.32, 55.06, -5.29, -14.00]	[10.39, 22.99, 40.70, -10.39]	FALSE	FALSE	FALSE
[300.32, 55.06, -7.24, -13.00]	[10.39, 23.36, 41.34, -10.39]	FALSE	FALSE	FALSE
[300.33, 55.06, -9.20, -12.00]	[10.39, 23.73, 41.97, -10.39]	FALSE	FALSE	FALSE
[300.33, 55.06, -11.15, -11.00]	[10.39, 24.10, 42.60, -10.39]	FALSE	FALSE	FALSE
[300.33, 55.06, -13.10, -10.00]	[10.39, 24.47, 43.23, -10.39]	FALSE	FALSE	FALSE
